x,y,z
  6.53,-04.75, 6.51
 72.82, 24.92, 6.29
 12.70,-01.47, 6.84
 85.21, 27.31, 6.37
 93.97, 28.29, 5.03
 41.67, 13.54, 6.30
 45.76, 15.33, 5.99
 68.38, 23.52, 6.11
 50.71, 17.38, 6.63
333.29,-20.40, 4.36
356.07,-10.59, 6.45
 35.79, 10.46, 5.39
 15.32,-00.45, 5.39
  3.00,-07.15, 2.70
 51.92, 17.60, 5.27
  7.44,-04.99, 6.25
355.12,-11.35, 5.10
 12.79,-02.14, 5.75
  4.35,-06.71, 6.16
 98.93, 28.40, 5.95
 32.46,  8.34, 4.86
 57.09, 19.38, 5.99
 49.63, 16.40, 4.95
 26.91,  5.36, 3.26
356.99,-10.58, 5.34
331.84,-21.15, 6.14
 63.52, 21.55, 4.33
 34.39,  9.13, 6.13
357.44,-10.50, 5.55
350.22,-14.00, 5.25
 57.37, 19.23, 5.63
 56.40, 18.86, 5.12
 20.61,  1.57, 6.33
359.20,-09.81, 1.85
 79.61, 25.61, 6.30
 19.04,  0.69, 5.73
 51.07, 16.53, 5.41
 40.53, 11.79, 5.89
 21.81,  2.03, 4.68
 45.95, 14.19, 5.25
 77.90, 25.07, 6.40
 44.91, 13.67, 6.22
  2.57,-08.35, 5.60
357.83,-10.73, 6.15
 26.61,  4.44, 6.38
 77.27, 24.87, 5.05
 23.58,  2.67, 6.31
359.75,-09.94, 6.30
346.61,-16.02, 5.46
 49.77, 15.60, 3.84
 11.74,-03.75, 4.81
348.67,-15.18, 3.51
 28.49,  5.16, 6.15
320.58,-24.73, 5.89
 34.49,  8.16, 6.74
 66.53, 21.62, 6.36
 37.21,  9.36, 5.65
 67.33, 21.80, 5.12
 55.30, 17.51, 6.27
345.82,-16.68, 4.13
 43.60, 12.32, 6.37
  3.69,-08.47, 5.92
337.57,-19.87, 5.76
  6.55,-07.02, 6.31
355.33,-12.57, 5.64
 81.86, 25.44, 6.32
312.09,-26.50, 6.27
  7.66,-06.52, 2.81
  6.47,-07.15, 6.27
350.84,-14.70, 6.36
332.82,-21.56, 4.64
 57.76, 18.20, 5.83
 30.34,  5.48, 5.21
 14.45,-03.02, 6.20
101.88, 28.04, 4.22
355.54,-12.66, 6.63
347.68,-16.14, 5.70
 87.88, 26.44, 4.98
 54.53, 16.80, 6.53
 33.59,  6.96, 6.07
  6.72,-07.24, 6.5 
103.46, 28.06, 3.57
 35.81,  8.03, 5.73
  7.95,-06.73, 6.59
 17.46,-01.79, 4.70
352.81,-14.23, 6.04
 17.51,-01.92, 5.96
 13.88,-03.92, 5.66
349.06,-15.93, 4.96
 28.68,  3.93, 5.39
  1.11,-10.49, 5.34
351.37,-15.01, 5.72
349.23,-15.91, 5.07
336.54,-20.70, 6.44
 25.42,  2.08, 6.28
 34.13,  6.60, 6.69
354.99,-13.55, 5.16
 52.32, 15.19, 5.90
 14.30,-04.03, 5.14
 95.42, 27.13, 4.82
 21.06,-00.53, 5.72
 13.71,-04.46, 6.68
354.87,-13.74, 6.22
 88.79, 26.09, 6.43
 49.55, 13.72, 6.50
352.62,-14.80, 4.64
356.00,-13.33, 6.32
355.99,-13.33, 5.65
342.43,-18.91, 6.22
 45.96, 12.02, 5.77
 17.75,-02.50, 6.37
 29.81,  3.88, 5.94
 34.00,  5.96, 6.43
 17.59,-02.68, 5.50
  1.35,-11.05, 5.28
  9.52,-07.10, 5.49
 17.70,-02.88, 5.76
 25.61,  1.30, 6.36
310.43,-26.94, 7.16
  9.42,-07.31, 6.51
 52.39, 14.42, 5.84
 38.29,  7.75, 6.42
 59.04, 17.09, 5.48
 12.54,-05.96, 6.48
 21.31,-01.40, 5.14
 59.41, 17.11, 6.59
  4.58,-10.01, 6.37
 23.76,-00.17, 3.85
 80.90, 23.94, 6.56
 49.58, 12.81, 6.57
 40.82,  8.60, 6.40
 47.56, 11.67, 5.78
 86.20, 24.99, 4.77
 95.35, 26.57, 6.59
 52.64, 13.84, 5.61
 46.50, 11.00, 6.21
323.49,-24.95, 4.01
 81.23, 23.73, 5.36
 63.04, 18.05, 6.10
 39.40,  7.45, 5.39
347.62,-17.86, 5.86
 37.22,  6.31, 5.45
 12.31,-06.75, 5.94
 18.95,-03.44, 6.47
 10.47,-07.81, 5.81
352.23,-16.17, 5.37
 41.56,  8.30, 6.42
 31.08,  2.94, 5.75
316.48,-26.29, 6.39
 45.92, 10.40, 6.29
330.72,-23.39, 6.37
 62.18, 17.42, 5.42
 12.73,-06.80, 5.86
 28.60,  1.44, 6.49
 30.44,  2.41, 6.66
 67.44, 19.24, 0.03
 39.35,  6.90, 6.4 
 71.90, 20.72, 6.20
330.86,-23.50, 5.78
347.58,-18.28, 6.49
108.91, 27.61, 5.64
 24.70,-01.02, 5.84
 36.28,  5.02, 6.38
 68.41, 19.32, 6.04
 38.19,  5.91, 6.28
 10.51,-08.64, 6.23
330.57,-23.76, 4.79
 95.49, 26.07, 6.06
 18.85,-04.48, 6.42
334.54,-22.80, 6.04
 59.93, 15.77, 6.36
 69.77, 19.49, 6.25
 92.27, 25.43, 5.74
 67.27, 18.50, 6.45
 23.83,-02.10, 4.72
357.21,-15.04, 5.13
338.92,-21.66, 6.22
 14.74,-06.86, 6.35
 25.63,-01.27, 6.15
115.27, 27.73, 6.17
358.77,-14.47, 6.32
321.87,-25.73, 6.06
 81.31, 22.82, 6.00
359.80,-14.08, 4.87
 60.81, 15.74, 6.41
356.00,-15.77, 5.43
 24.67,-02.02, 4.90
 63.87, 16.83, 6.47
 26.00,-01.43, 6.31
  9.73,-09.76, 5.83
330.43,-24.14, 5.73
345.91,-19.80, 6.54
 13.44,-08.12, 6.36
  8.00,-10.77, 3.17
 34.01,  2.41, 5.02
 68.41, 18.26, 6.45
 92.60, 25.09, 6.09
 65.74, 17.22, 6.01
 61.29, 15.43, 5.70
 14.78,-07.65, 6.42
 12.28,-08.94, 5.37
 53.51, 11.92, 6.31
 37.16,  3.83, 5.83
 84.94, 23.29, 5.04
355.51,-16.54, 5.24
 68.85, 18.20, 5.06
 68.85, 18.20, 6.02
 68.79, 18.17, 5.14
 68.79, 18.17, 5.37
 23.38,-03.56, 5.71
 66.85, 17.38, 4.36
 66.85, 17.37, 5.73
 52.11, 11.05, 6.51
 31.51,  0.67, 5.90
 83.22, 22.74, 6.11
 50.79, 10.43, 4.19
352.40,-17.92, 5.49
 28.22,-01.22, 4.22
 56.50, 12.90, 4.83
350.33,-18.76, 5.81
 27.40,-01.72, 5.20
 49.21,  9.42, 6.17
352.69,-17.95, 5.61
 48.76,  9.12, 4.36
  1.06,-14.66, 6.62
 84.36, 22.81, 6.23
 15.98,-07.79, 6.47
 70.73, 18.48, 6.07
333.61,-23.87, 4.22
 90.85, 24.36, 5.99
 36.32,  2.69, 6.21
 15.57,-08.21, 6.75
 14.50,-08.74, 5.24
 53.79, 11.14, 6.15
 75.64, 19.98, 6.52
 61.48, 14.57, 6.06
101.44, 26.18, 6.44
 27.47,-02.30, 5.99
 82.45, 22.03, 5.88
 33.47,  0.79, 6.25
 50.00,  9.22, 5.88
344.16,-21.27, 5.17
 12.95,-09.78, 6.61
 25.76,-03.35, 6.80
 78.48, 20.74, 6.40
 55.30, 11.58, 6.59
349.73,-19.51, 5.54
344.37,-21.30, 6.31
 24.16,-04.34, 5.83
347.99,-20.18, 6.19
 78.20, 20.55, 6.12
349.78,-19.60, 6.19
 61.51, 14.17, 6.64
 42.65,  5.13, 6.55
 62.64, 14.63, 5.91
 29.97,-01.50, 6.10
 62.40, 14.50, 5.25
  8.96,-12.01, 6.29
  6.43,-13.16, 6.13
  5.16,-13.72, 6.63
 63.19, 14.78, 3.45
328.29,-25.39, 4.44
346.53,-20.88, 6.60
 45.48,  6.19, 6.14
 24.57,-04.70, 6.34
333.08,-24.54, 6.48
 59.00, 12.65, 6.18
 52.27,  9.41, 5.48
 14.00,-10.10, 5.69
 66.35, 15.72, 6.09
 12.74,-10.72, 4.83
105.11, 26.39, 5.27
 71.08, 17.43, 6.28
 19.33,-07.75, 5.10
 12.91,-10.89, 4.99
  9.56,-12.43, 2.02
353.85,-18.85, 5.36
 82.65, 21.33, 5.51
106.61, 26.50, 5.35
 89.31, 23.14, 4.66
 18.71,-08.26, 5.79
335.92,-24.18, 5.14
 12.53,-11.29, 5.93
359.16,-17.02, 5.38
328.98,-25.59, 6.01
 66.93, 15.49, 5.58
 58.43, 11.76, 5.62
 53.63,  9.42, 4.59
343.57,-22.35, 4.87
 39.28,  2.12, 5.57
356.80,-18.08, 6.31
 80.43, 20.40, 4.92
 71.08, 17.00, 7.30
 66.93, 15.32, 4.30
 64.18, 14.11, 6.02
 37.22,  0.85, 4.62
 37.22,  0.85, 4.98
 31.89,-01.92, 6.22
 35.70,  0.02, 6.15
 14.99,-10.50, 5.08
 71.49, 17.03, 5.44
 49.54,  7.11, 6.63
 49.65,  7.15, 5.69
 28.36,-03.91, 4.83
 14.61,-10.78, 3.51
  5.37,-14.96, 6.12
359.54,-17.32, 4.87
 87.41, 22.31, 6.22
 78.66, 19.56, 5.77
 11.17,-12.48, 6.62
357.20,-18.27, 6.49
 73.81, 17.79, 4.04
 35.85,-00.14, 5.57
 13.36,-11.52, 6.14
111.64, 26.93, 6.39
326.72,-26.23, 5.88
 63.35, 13.27, 5.22
 39.28,  1.30, 6.21
 17.12,-10.06, 6.37
 49.21,  6.36, 5.38
 22.33,-07.55, 5.53
 46.16,  4.70, 5.89
 11.31,-12.94, 6.36
359.76,-17.73, 6.69
359.76,-17.74, 6.40
 51.45,  7.34, 6.50
 45.94,  4.50, 5.23
 42.85,  2.88, 6.75
 68.51, 15.21, 5.89
 87.87, 22.02, 5.66
 47.30,  5.04, 4.02
355.04,-19.60, 6.23
 63.32, 12.81, 3.24
 70.88, 16.00, 6.22
102.15, 25.36, 4.82
 57.41,  9.94, 5.27
 13.53,-12.26, 6.24
 54.32,  8.41, 6.29
 88.33, 22.04, 6.46
 69.51, 15.36, 6.41
 20.35,-09.10, 6.32
 95.68, 23.95, 5.63
354.91,-19.83, 4.75
345.82,-22.64, 5.93
 92.68, 23.18, 6.45
 62.91, 12.38, 4.93
 28.98,-04.89, 4.02
  6.84,-15.35, 2.60
 11.60,-13.32, 5.65
 80.84, 19.57, 6.30
358.75,-18.57, 5.74
 51.26,  6.63, 6.39
107.07, 26.10, 6.22
 52.67,  7.25, 6.69
 71.00, 15.73, 6.65
 57.62,  9.65, 5.69
 16.87,-11.12, 6.05
 64.53, 12.89, 6.01
 17.00,-11.07, 6.37
 56.49,  9.05, 6.72
 54.01,  7.78, 6.40
 41.63,  1.40, 6.30
 30.94,-04.23, 5.42
 80.64, 19.29, 5.38
  5.88,-16.16, 5.50
 64.44, 12.65, 6.39
344.54,-23.35, 5.16
 35.93,-01.86, 5.83
 77.15, 17.86, 5.01
 51.77,  6.41, 6.09
 14.71,-12.51, 3.77
 85.83, 20.86, 5.48
 37.35,-01.31, 6.73
 29.33,-05.47, 6.90
327.17,-26.76, 5.33
 53.30,  6.95, 6.52
348.80,-22.36, 5.97
100.31, 24.65, 6.52
 30.88,-04.84, 5.42
  0.16,-18.73, 4.93
  0.16,-18.73, 4.99
303.91,-27.71, 5.47
 82.47, 19.59, 6.31
 20.44,-10.16, 5.97
 33.17,-03.78, 6.53
359.46,-19.08, 6.16
341.05,-24.51, 6.49
  9.34,-15.37, 3.32
 46.86,  3.25, 2.99
 30.26,-05.51, 3.44
 62.98, 11.26, 5.56
 62.05, 10.83, 6.06
 20.04,-10.66, 6.03
  8.46,-15.86, 6.04
 17.75,-11.78, 6.29
356.86,-20.24, 4.59
 41.95,  0.45, 6.09
 61.38, 10.32, 6.31
 35.30,-03.20, 6.56
 12.32,-14.45, 6.30
108.50, 26.02, 6.54
 44.55,  1.63, 5.09
 17.35,-12.26, 5.54
 56.30,  7.67, 5.77
 83.76, 19.56, 5.38
 80.32, 18.34, 6.43
 60.28,  9.60, 5.55
359.54,-19.59, 4.11
357.62,-20.26, 6.46
  1.28,-19.02, 6.56
355.55,-20.98, 5.88
 72.15, 14.98, 6.49
358.14,-20.17, 4.11
 49.80,  4.07, 6.07
 63.91, 11.11, 5.23
 67.23, 12.65, 5.28
 54.15,  6.24, 6.23
 15.89,-13.29, 2.89
 17.03,-12.80, 6.13
 40.34,-01.12, 5.22
 49.88,  3.91, 6.48
358.54,-20.25, 6.36
 34.65,-04.29, 6.34
  7.95,-16.96, 6.30
346.77,-23.85, 6.13
 65.99, 11.69, 6.74
  0.05,-19.99, 6.57
326.38,-27.43, 6.27
 82.98, 18.73, 5.81
 15.55,-14.13, 6.41
 11.59,-15.98, 5.80
329.22,-27.27, 5.53
 28.23,-08.31, 5.34
 59.04,  7.79, 6.36
352.43,-22.76, 5.92
 24.34,-10.35, 5.51
 63.19,  9.75, 5.98
 71.62, 13.70, 6.18
 50.30,  3.08, 6.73
 54.50,  5.23, 5.93
 37.52,-03.90, 5.15
 40.39,-02.42, 6.49
352.23,-23.13, 5.40
 96.82, 22.80, 6.25
 13.46,-15.78, 6.25
 12.42,-16.20, 4.85
 80.67, 17.27, 6.75
 80.67, 17.27, 6.57
 87.56, 19.81, 5.12
  4.43,-19.45, 6.25
343.88,-25.32, 6.38
 70.62, 12.75, 4.39
 53.56,  4.11, 6.00
 49.05,  1.67, 5.57
 54.50,  4.53, 5.64
 62.85,  8.72, 5.85
 40.10,-03.35, 5.59
 18.61,-14.13, 4.96
 60.14,  7.23, 6.54
 54.74,  4.41, 4.77
 48.69,  1.19, 5.63
 60.56,  7.44, 6.16
 88.52, 19.81, 4.99
 98.65, 23.00, 3.07
 81.09, 16.87, 6.27
108.08, 25.31, 5.13
 37.76,-04.93, 6.19
 69.90, 11.86, 4.36
 46.24,-00.49, 5.28
  2.76,-20.69, 5.59
 21.95,-13.00, 6.06
 56.36,  4.85, 5.43
 37.00,-05.53, 5.10
327.36,-28.06, 6.34
 36.37,-05.94, 6.41
 78.24, 15.44, 6.00
  6.43,-19.62, 6.58
 63.56,  8.44, 6.68
 44.61,-01.64, 6.32
 53.44,  3.05, 6.58
 15.63,-16.16, 5.58
 84.40, 17.85, 3.77
342.90,-26.21, 5.05
  3.33,-20.90, 6.48
 47.14,-00.52, 5.53
 46.42,-00.96, 6.02
 31.39,-08.93, 5.01
356.15,-23.18, 6.34
 65.80,  9.30, 6.60
 35.47,-06.89, 5.49
353.61,-23.93, 4.01
 69.49, 11.09, 6.22
 18.74,-15.10, 6.26
 20.06,-14.55, 3.93
 80.82, 16.19, 6.31
 21.84,-13.77, 4.61
353.28,-24.11, 4.29
 19.64,-14.77, 5.87
 69.45, 10.93, 6.31
 67.57,  9.82, 6.31
 29.07,-10.57, 6.31
357.71,-23.09, 3.97
 36.25,-06.99, 5.83
354.48,-24.03, 6.17
 85.53, 17.88, 6.26
104.73, 24.21, 4.45
 29.88,-10.38, 6.32
 45.33,-02.36, 6.35
 10.68,-19.04, 6.04
 88.77, 18.99, 5.91
 49.78,-00.07, 6.64
 59.78,  5.32, 5.18
 66.25,  8.71, 6.06
  9.30,-19.67, 5.93
 95.51, 21.33, 6.52
 14.03,-17.95, 5.03
 14.58,-17.79, 5.43
 54.57,  2.32, 6.40
 88.95, 18.89, 6.43
 32.38,-09.69, 6.52
 24.14,-13.70, 5.69
 66.07,  8.38, 6.37
 51.70,  0.63, 6.25
343.15,-26.90, 5.69
 96.90, 21.66, 4.59
 62.90,  6.63, 4.97
 47.36,-01.86, 5.16
 61.56,  5.87, 6.53
 16.77,-17.13, 5.59
 69.04,  9.74, 6.36
 39.62,-06.13, 3.36
 23.15,-14.37, 5.72
 23.64,-14.21, 6.70
  9.02,-20.21, 5.67
 81.81, 15.76, 6.51
 75.39, 12.82, 5.84
327.32,-28.72, 5.96
 54.75,  2.00, 6.31
 54.35,  1.75, 5.16
 58.86,  4.18, 6.19
 37.26,-07.64, 4.66
341.97,-27.37, 6.13
 48.49,-01.66, 5.74
 54.69,  1.74, 5.63
 54.54,  1.59, 5.81
355.03,-24.84, 5.71
342.35,-27.42, 6.30
121.94, 27.51, 6.38
 69.11,  9.31, 5.15
 49.73,-01.31, 6.32
 39.79,-06.85, 5.85
 12.00,-19.83, 5.52
  6.91,-21.67, 6.60
 38.99,-07.45, 5.80
 89.43, 18.45, 6.60
 30.91,-11.62, 6.61
 70.71,  9.79, 6.34
 37.50,-08.30, 6.25
 58.99,  3.40, 4.44
 59.11,  3.40, 5.81
 50.21,-01.55, 5.56
 84.02, 16.01, 5.75
 55.20,  1.18, 6.33
 17.66,-17.93, 6.13
344.56,-27.45, 5.75
 39.98,-07.26, 6.09
 93.93, 20.02, 6.38
 34.93,-10.00, 5.03
 40.50,-07.09, 6.05
353.26,-25.97, 5.61
 62.11,  4.57, 3.08
 62.12,  4.57, 5.11
 69.46,  8.44, 6.25
 83.61, 15.45, 3.79
 60.99,  3.81, 5.87
358.92,-24.81, 5.89
111.52, 25.30, 6.05
350.25,-26.89, 4.90
115.68, 26.27, 6.53
 67.97,  7.44, 4.74
 82.38, 14.62, 5.53
 87.51, 16.87, 6.37
 44.41,-06.01, 4.45
 28.30,-14.44, 5.12
 14.79,-20.30, 5.65
 31.22,-13.17, 6.34
 26.77,-15.26, 6.27
339.28,-28.86, 6.18
329.34,-29.51, 6.39
 72.00,  9.12, 6.61
 55.35,-00.14, 5.00
 40.60,-08.42, 6.38
 20.57,-18.16, 6.11
 14.68,-20.51, 4.60
 63.87,  4.50, 5.38
 81.58, 13.83, 5.96
 21.23,-18.05, 5.64
 75.38, 10.62, 5.35
 47.98,-04.65, 6.68
 31.77,-13.29, 4.95
 36.99,-10.66, 4.36
 91.89, 18.38, 6.29
 50.84,-03.11, 6.38
102.62, 22.41, 6.07
 83.46, 14.59, 5.73
 57.99,  0.91, 6.32
 80.64, 13.21, 6.67
 25.05,-16.56, 5.47
330.29,-29.68, 6.09
 48.18,-04.75, 5.98
 70.58,  7.89, 6.05
 56.07,-00.29, 7.14
343.36,-28.71, 6.26
 34.06,-12.42, 5.46
353.53,-27.06, 6.25
101.32, 21.89, 4.68
 52.77,-02.32, 5.66
359.88,-25.72, 6.61
 82.65, 13.93, 6.52
 64.00,  3.99, 6.43
 71.97,  8.37, 6.50
 77.62, 11.35, 5.17
 82.66, 13.85, 4.48
 16.41,-20.64, 6.34
 41.43,-08.94, 6.35
 56.66,-00.41, 6.48
 16.43,-20.70, 5.97
 43.27,-08.07, 5.17
 53.12,-02.71, 6.38
 23.47,-18.07, 6.2 
 81.91, 13.22, 6.47
 64.95,  3.97, 4.69
 54.45,-02.14, 4.37
 38.06,-11.24, 5.67
 68.34,  5.76, 6.10
 56.64,-01.00, 6.50
 76.16, 10.03, 5.40
 87.25, 15.59, 5.82
 59.48,  0.56, 6.64
 50.91,-04.41, 6.01
 79.00, 11.47, 6.20
 54.10,-02.60, 4.37
 23.82,-18.40, 5.06
 58.45,-00.18, 6.36
  2.12,-25.92, 6.16
 76.50,  9.95, 6.16
 49.62,-05.44, 6.34
312.46,-29.21, 6.39
 78.71, 11.07, 5.06
 24.55,-18.36, 5.49
 49.34,-05.70, 5.27
322.60,-30.12, 5.41
 74.10,  8.40, 6.23
 92.59, 17.72, 6.51
 64.60,  2.92, 6.49
 67.29,  4.46, 5.94
 83.34, 13.21, 5.96
 83.34, 13.20, 6.20
 65.81,  3.52, 6.05
 61.61,  0.98, 5.49
  8.25,-24.79, 5.52
 62.82,  1.61, 6.28
 87.93, 15.37, 6.48
341.27,-30.01, 5.35
 50.88,-05.40, 6.26
 68.92,  5.11, 6.05
329.18,-30.50, 6.45
 75.61,  8.83, 5.84
 20.65,-20.67, 4.86
 36.61,-13.42, 6.48
 71.76,  6.60, 4.89
 64.76,  2.51, 6.82
 46.01,-08.42, 5.91
 69.22,  5.10, 6.57
345.27,-29.79, 6.25
 90.39, 16.33, 6.22
 74.77,  8.15, 6.34
330.58,-30.65, 6.05
 48.73,-07.08, 2.72
 89.50, 15.86, 6.27
335.85,-30.57, 6.21
 78.71, 10.24, 2.87
 70.79,  5.74, 6.43
 69.87,  5.17, 6.09
338.02,-30.55, 5.42
 26.72,-18.63, 6.11
 61.39,  0.08, 6.62
 68.81,  4.44, 4.99
 68.10,  3.99, 6.18
 55.77,-03.38, 3.82
351.37,-29.27, 5.94
 11.75,-24.46, 6.05
 61.74,-00.02, 5.95
 29.53,-17.66, 6.04
 49.07,-07.52, 6.44
 72.99,  6.57, 5.77
 50.08,-07.01, 5.72
101.37, 20.78, 5.92
 56.48,-03.40, 5.00
 81.40, 11.19, 6.12
342.94,-30.54, 5.74
342.93,-30.55, 6.50
 70.42,  4.81, 6.53
 68.81,  3.85, 6.44
  0.03,-28.05, 5.33
 29.83,-18.00, 5.39
 46.83,-09.28, 6.51
 73.45,  6.39, 6.11
 64.61,  1.13, 6.38
 47.74,-08.91, 0.77
335.74,-31.09, 6.24
 37.62,-14.40, 6.13
 49.14,-08.19, 5.11
 21.92,-21.67, 5.92
 48.48,-08.64, 6.25
100.58, 20.24, 6.34
 68.54,  3.28, 4.23
 59.72,-02.07, 4.95
 73.57,  6.20, 5.12
 75.22,  7.13, 5.69
 72.81,  5.72, 6.06
 50.33,-07.82, 6.13
 40.93,-13.07, 3.90
 26.38,-20.12, 6.48
 49.23,-08.49, 6.54
 61.88,-01.04, 5.57
 56.48,-04.33, 6.23
 37.27,-15.18, 5.65
 86.23, 13.14, 5.03
 81.25, 10.36, 6.20
 17.18,-23.91, 6.18
326.39,-31.18, 5.75
 44.10,-11.65, 6.53
357.97,-29.11, 4.13
102.43, 20.83, 3.83
 71.76,  4.76, 6.10
 32.28,-17.80, 5.79
  7.66,-26.95, 6.46
339.54,-31.31, 6.53
338.40,-31.36, 5.26
326.85,-31.23, 6.39
 80.99, 10.09, 5.62
322.02,-30.90, 3.96
 81.81, 10.51, 5.91
 61.27,-01.79, 4.58
 32.66,-17.76, 5.71
 32.65,-17.77, 6.49
 47.81,-09.85, 4.71
 40.55,-13.92, 5.61
 14.86,-25.04, 4.70
 46.70,-10.60, 6.15
 34.15,-17.26, 6.51
 81.77, 10.32, 6.29
 61.60,-01.87, 5.52
 46.13,-11.09, 3.71
328.96,-31.52, 5.76
 14.05,-25.56, 4.52
  2.33,-28.74, 6.55
 72.50,  4.61, 5.76
 66.70,  1.05, 6.57
 90.55, 14.91, 5.14
 55.17,-06.12, 5.36
 50.66,-08.80, 5.28
 92.58, 15.87, 6.06
328.95,-31.67, 5.31
 73.90,  5.19, 4.94
 26.02,-21.54, 5.02
 71.02,  3.36, 3.89
 59.05,-04.08, 6.48
 10.62,-27.01, 6.28
 15.23,-25.67, 4.83
 86.11, 12.21, 4.92
 72.06,  3.89, 6.02
349.59,-31.19, 6.17
 55.52,-06.40, 5.53
  5.52,-28.47, 4.37
  6.17,-28.34, 5.30
337.85,-31.96, 5.13
 91.35, 15.00, 6.09
356.85,-30.27, 6.14
 75.65,  5.93, 5.45
  2.86,-29.15, 5.95
354.49,-30.68, 5.81
  7.29,-28.18, 5.66
 84.82, 11.31, 6.43
 91.93, 15.21, 4.96
 89.98, 14.15, 6.12
 57.97,-05.21, 3.47
 42.11,-14.42, 6.17
 31.60,-19.66, 5.88
 77.36,  6.79, 6.43
359.42,-30.04, 6.29
 67.77,  0.82, 5.49
 61.11,-03.41, 5.67
 73.84,  4.54, 6.32
 19.04,-25.02, 6.01
328.48,-31.98, 6.07
 56.43,-06.49, 5.37
 80.53,  8.37, 5.92
 73.07,  3.76, 5.19
 48.74,-11.25, 5.91
 28.27,-21.69, 5.71
 13.92,-26.93, 4.58
 86.04, 11.54, 6.15
  2.77,-29.84, 4.77
 65.30,-01.34, 4.64
 96.42, 17.09, 5.96
 73.26,  3.56, 6.20
 62.87,-03.02, 5.88
 63.02,-03.00, 5.22
 19.39,-25.48, 6.45
  9.34,-28.55, 4.99
 84.49, 10.28, 5.05
 34.46,-19.52, 6.72
 57.67,-06.63, 5.96
329.57,-32.36, 6.45
 55.58,-07.97, 5.67
329.79,-32.40, 3.56
102.91, 20.06, 6.33
 40.83,-16.51, 5.68
  8.38,-29.04, 6.53
 48.01,-12.57, 5.52
 67.41,-00.66, 5.71
 30.60,-21.53, 6.34
 56.56,-07.55, 5.80
345.55,-32.57, 4.94
343.02,-32.69, 6.26
 29.59,-22.06, 6.55
 97.77, 17.38, 5.27
 61.91,-04.49, 6.45
 69.49,  0.39, 5.64
 59.18,-06.23, 5.10
 55.36,-08.64, 6.34
 37.92,-18.48, 6.47
 97.64, 17.21, 6.57
 74.84,  3.64, 6.19
 83.12,  8.88, 6.16
100.70, 18.64, 4.51
108.94, 22.48, 6.20
 86.31, 10.65, 6.14
 62.48,-04.65, 5.07
 72.86,  2.10, 5.36
 41.30,-17.29, 5.99
340.04,-33.20, 6.37
 90.30, 12.90, 6.21
 50.35,-12.29, 6.43
 32.48,-21.65, 6.18
 97.08, 16.64, 6.26
 56.71,-08.58, 6.42
 87.56, 11.18, 5.85
310.00,-29.60, 6.17
 71.69,  1.03, 6.11
 51.62,-11.78, 6.31
 95.39, 15.65, 5.39
 85.08,  9.54, 6.54
  5.26,-30.91, 5.32
100.94, 18.54, 6.28
 60.55,-06.68, 6.48
357.57,-32.39, 6.22
332.97,-33.29, 6.09
 73.91,  2.04, 4.93
 33.97,-21.71, 6.49
 41.58,-18.08, 3.23
 65.71,-03.57, 5.52
 30.58,-23.39, 6.34
 60.90,-06.79, 6.22
346.13,-33.60, 5.65
 30.41,-23.59, 5.85
 61.57,-06.45, 6.26
 43.30,-17.56, 6.27
 65.78,-03.85, 5.49
 65.53,-04.07, 5.92
 41.65,-18.60, 5.47
 83.37,  7.54, 6.92
 15.62,-29.38, 5.73
 63.85,-05.61, 6.56
 56.24,-10.61, 4.95
 12.38,-30.36, 6.30
 86.60,  9.47, 6.01
 95.83, 15.08, 5.75
  5.09,-32.02, 6.39
  6.54,-31.76, 6.53
 82.71,  6.87, 4.83
 67.66,-03.27, 5.18
333.13,-33.82, 6.27
 79.85,  4.93, 6.14
 74.23,  1.14, 6.45
 82.68,  6.78, 3.79
 74.45,  1.17, 4.97
 78.85,  4.13, 6.71
 31.12,-24.35, 6.32
 65.19,-05.17, 4.78
 91.08, 12.06, 4.30
 63.47,-06.36, 5.15
 94.66, 14.16, 5.79
 71.99,-00.68, 5.66
 67.11,-04.04, 4.52
351.87,-34.08, 6.31
 61.96,-07.57, 6.13
 31.09,-24.70, 4.24
 21.50,-28.31, 5.87
352.03,-34.13, 6.13
110.38, 22.50, 4.39
 83.67,  7.05, 3.98
 76.36,  2.08, 6.27
 64.61,-05.97, 5.32
 31.10,-24.81, 3.57
 85.82,  8.38, 6.31
 81.93,  5.80, 5.91
 74.87,  0.99, 6.48
342.99,-34.54, 6.27
 77.67,  2.76, 5.24
 68.43,-03.62, 6.22
 24.48,-27.66, 5.28
 79.69,  3.99, 6.29
 75.83,  1.32, 4.81
 13.60,-31.11, 6.30
  6.22,-32.75, 6.46
349.13,-34.67, 6.27
 78.10,  2.78, 5.84
 42.40,-20.06, 6.06
 75.05,  0.63, 5.58
 73.40,-00.54, 5.17
 55.22,-12.74, 6.21
 37.47,-22.67, 6.63
 31.17,-25.48, 4.76
 55.57,-12.67, 5.95
 29.12,-26.32, 6.10
 29.15,-26.37, 3.08
 82.82,  5.80, 6.45
 56.50,-12.19, 6.13
358.75,-34.13, 5.59
 59.26,-10.44, 5.80
 90.45, 10.84, 5.76
 75.31,  0.48, 6.57
100.45, 16.92, 5.93
 77.23,  1.69, 6.23
312.42,-30.69, 5.77
 83.35,  5.93, 6.50
358.34,-34.44, 5.64
 34.55,-24.70, 6.30
 65.09,-07.09, 5.54
340.91,-35.19, 1.94
 89.08,  9.60, 6.18
 96.48, 14.36, 5.72
